word,first appearance,num months,term frequency,relative term frequency
lcat,1970-10,385,4368,2.5154916724535884e-06
lck,1986-10,256,4319,2.812072452185334e-06
lcl,1975-1,340,2359,1.3618014798061096e-06
ldl-c,1976-2,331,11596,6.743021633043297e-06
ldl-cholesterol,1972-6,374,5501,3.170548376940667e-06
lectin,1971-9,441,29566,1.7033715946585953e-05
leftward,1972-4,403,3158,1.8199858350006835e-06
legionella,1979-3,368,7578,4.504729872740757e-06
legionnaires,1977-8,362,1815,1.0671064783743273e-06
leiomyoma,1975-1,396,5672,3.274327254540167e-06
leiomyosarcomas,1974-8,348,1682,9.706777486779195e-07
leisure,1975-2,380,5086,2.9375278623665826e-06
leptin,1995-9,171,59188,5.039308466362184e-05
leptin-deficient,1996-7,132,449,3.9835242855070105e-07
leptin-induced,1996-12,127,600,5.439277180982551e-07
lesional,1975-2,370,5057,2.920778293351909e-06
lesioning,1971-11,388,2425,1.3972253813103978e-06
lett,1975-1,395,4349,2.5105869587438623e-06
leu-enkephalin,1977-8,329,1553,9.130668655180883e-07
leukotriene,1979-9,357,15376,9.175721672538516e-06
leukotrienes,1980-4,352,5651,3.3879671341719778e-06
leupeptin,1975-8,378,2857,1.6554626112158412e-06
leuprolide,1982-12,273,2048,1.2590043423459355e-06
levamisole,1975-1,411,4553,2.6283519023133606e-06
levodopa,1971-5,416,10246,5.902139026831803e-06
levofloxacin,1991-11,201,6205,4.563199098878415e-06
levonorgestrel,1978-3,351,2803,1.6541622475734025e-06
lew,1974-2,361,3748,2.16224841759386e-06
lexa,1975-3,337,2005,1.158611447161883e-06
lexical,1975-4,369,6960,4.024109462003173e-06
lfa-1,1981-7,311,7923,4.803482798214285e-06
lh-rh,1971-7,380,5021,2.8925128252598626e-06
lhrh,1975-2,414,14481,8.363810651775558e-06
libido,1974-6,389,2168,1.2510141126919365e-06
lif,1971-12,381,10221,5.88935774409754e-06
life-style,1975-2,378,2355,1.3601805182605784e-06
life-table,1974-10,396,2167,1.2507186726456906e-06
lifelong,1970-1,397,5073,2.9205943522461803e-06
lifestyle,1975-8,380,25774,1.493450939498673e-05
ligand-1,1994-9,152,371,3.0226887802373765e-07
ligand-binding,1971-5,377,6806,3.920550284659111e-06
ligand-gated,1984-2,253,1846,1.1522342775763408e-06
ligand-receptor,1976-1,354,2847,1.6545685307282728e-06
lightcycler,1997-1,126,1337,1.2179481791999931e-06
limbal,1975-6,373,3782,2.188934657263059e-06
limbus,1975-4,384,2378,1.3749040661844174e-06
lineages,1971-6,386,23907,1.3771981273414384e-05
linezolid,1997-2,140,3942,3.6064321821305997e-06
linker,1976-7,376,15175,8.850688571760243e-06
lipofectamine,1994-8,161,959,7.786331767340984e-07
lipomas,1975-2,375,2474,1.4289115083552744e-06
lipoplexes,1997-9,122,1020,9.637882748103706e-07
lipoprotein-cholesterol,1976-11,326,2117,1.2378095695662404e-06
liposome,1970-9,404,9340,5.3786168677568925e-06
lipoteichoic,1972-7,364,1569,9.043483510285083e-07
lipoxygenase,1970-1,407,8473,4.878020095916003e-06
lisinopril,1985-2,272,3889,2.463989488971843e-06
lispro,1995-10,147,1492,1.2752560398732973e-06
liveborn,1974-1,364,1514,8.733926944581188e-07
liver-specific,1975-1,373,2926,1.6891187494330975e-06
lkb1,1998-1,118,1780,1.7156657379739111e-06
llc-pk1,1976-10,322,2887,1.6869577158433123e-06
lmp-1,1991-4,191,1649,1.1917055271793776e-06
lmp1,1990-5,210,3374,2.3759641138098414e-06
lmwh,1982-11,266,5912,3.6312924821372624e-06
loadings,1974-1,358,3388,1.954461326832303e-06
localised,1974-9,421,8888,5.129512802365655e-06
localizes,1972-6,377,6667,3.842582444839743e-06
locking,1972-3,366,4653,2.6814406249927856e-06
lod,1975-1,369,11943,6.894444711031949e-06
log-linear,1974-3,359,1838,1.0604176400527501e-06
log10,1975-1,402,6326,3.651867808924735e-06
loneliness,1975-2,341,2691,1.554244490292661e-06
long-distance,1975-4,350,3233,1.869245099232221e-06
lorazepam,1975-1,388,4031,2.32701219376788e-06
losartan,1992-1,213,12743,9.420718420098074e-06
loss-of-function,1984-6,261,5302,3.32534187575152e-06
lovastatin,1986-11,269,6185,4.033080196245157e-06
low-affinity,1970-4,429,9490,5.464062150718715e-06
low-birth-weight,1975-4,353,1283,7.418006378951251e-07
low-flow,1975-9,340,2520,1.4609803913786282e-06
low-risk,1975-2,408,11511,6.648423756134828e-06
lpl,1970-1,390,14216,8.184342462355942e-06
lpo,1975-2,337,5286,3.0530421314332987e-06
lpr,1974-9,342,8730,5.038326593682737e-06
lps-induced,1975-2,361,12270,7.0868004072430146e-06
lps-stimulated,1975-4,347,3983,2.3028775843618732e-06
ltb4,1980-12,335,9803,5.910796580599535e-06
ltc4,1980-11,322,5693,3.4300403620555394e-06
ltd4,1980-11,293,3996,2.407595518491821e-06
ltr,1980-6,349,9682,5.812528816653205e-06
ltrs,1980-6,323,1748,1.0494009885880813e-06
lucifer,1978-10,349,2490,1.4755341968155107e-06
lunch,1974-1,373,3082,1.7779367796036472e-06
luteolysis,1975-1,394,2202,1.2711686555884076e-06
lvef,1975-7,363,11296,6.541744560465995e-06
lvh,1975-3,339,8749,5.0557065093363165e-06
lxxll,1997-6,124,552,5.143421475227798e-07
ly294002,1994-2,180,5211,4.146356139098401e-06
lyme,1977-6,334,8931,5.245250502753972e-06
lymnaea,1975-7,347,1538,8.906872462815775e-07
lymphadenectomy,1974-8,415,9546,5.508971337027003e-06
lymphangioma,1975-1,342,1636,9.444286650965644e-07
lymphokine,1972-11,384,5288,3.048498628088567e-06
lymphokines,1974-7,362,3719,2.1461062758729514e-06
lymphoproliferation,1975-2,346,1939,1.1199108386018097e-06
lymphotoxin,1972-6,366,1643,9.469570956759709e-07
lysosomotropic,1976-7,322,1096,6.392325979999491e-07
m-2,1971-9,391,5310,3.059224503699229e-06
m-mode,1975-1,406,5435,3.1375120995108972e-06
m0,1975-1,341,2709,1.5638491771067193e-06
m3,1972-1,425,20547,1.1839812860357017e-05
m4,1971-3,388,4727,2.7227658154444405e-06
m5,1973-6,352,3279,1.8909416054793516e-06
mab,1975-3,346,68577,3.962797865936182e-05
mabs,1981-8,327,33478,2.031167115729354e-05
machr,1981-11,275,2462,1.4971353625287527e-06
macro-,1972-10,367,1712,9.869072855772857e-07
macrophage-colony,1985-12,246,924,5.931577710440533e-07
macrophage-derived,1975-11,336,1663,9.653034290016307e-07
macrophage-like,1975-2,388,3241,1.8719087302261296e-06
macrophage-mediated,1975-1,346,969,5.593834819551167e-07
maculopathy,1975-2,339,2329,1.3451636632819055e-06
maldi,1992-4,199,3594,2.6780388905105735e-06
maldi-ms,1993-7,175,1297,1.0094476603680175e-06
maldi-tof,1992-8,178,4786,3.605950591804452e-06
maldi-tof-ms,1994-5,151,1185,9.524772542041659e-07
malformed,1971-4,415,2483,1.4302689852964748e-06
malocclusions,1975-2,338,1459,8.426765928416918e-07
malondialdehyde,1972-9,391,11576,6.672827934183353e-06
malposition,1975-1,371,1645,9.496241773128658e-07
mammograms,1975-9,359,4723,2.7381787255878016e-06
mammographic,1975-2,387,6962,4.021051706212377e-06
mammography,1970-4,421,17849,1.0276927853338078e-05
manager,1973-6,365,3552,2.0483759020014202e-06
mandated,1975-2,352,2426,1.4011880837792626e-06
mandates,1975-2,342,1752,1.0119049970244304e-06
mandibles,1974-5,380,2497,1.4407788072199735e-06
mania,1973-1,417,6243,3.599381558792226e-06
manic,1971-1,419,5159,2.9713676365138444e-06
mannheimia,1999-1,107,353,3.6255775366561473e-07
manuscript,1970-4,383,4631,2.666393237089396e-06
mao-a,1977-10,324,2368,1.3936821054269875e-06
mao-b,1976-5,332,2803,1.6328504741272038e-06
map-based,1992-8,169,632,4.761723305516953e-07
map2,1978-12,310,3034,1.80015787313348e-06
mapk,1991-9,207,43333,3.1702327347792294e-05
mapkk,1992-8,178,761,5.733657334649369e-07
mapks,1991-9,197,4825,3.5299593716820396e-06
marcks,1989-6,204,1951,1.3407277863227851e-06
marrow-derived,1972-1,424,7631,4.397216719588475e-06
mart-1,1994-4,167,1136,9.09950303120266e-07
masker,1975-2,355,3388,1.9568117179901655e-06
mastocytoma,1971-12,379,1496,8.61997767847561e-07
material-enhanced,1986-1,233,731,4.699774792321099e-07
matrigel,1987-7,257,6056,3.997339712335923e-06
maxilla,1973-8,417,7289,4.203805656526929e-06
maxillofacial,1975-1,397,6144,3.5468030063284177e-06
mbp,1976-3,372,16783,9.7648382692887e-06
mbq,1977-1,346,7166,4.195432048947107e-06
mc3t3-e1,1983-1,280,2961,1.8220184124418335e-06
mcd,1975-1,348,4534,2.617383598745613e-06
mcf-7,1975-11,381,20478,1.1886640781175822e-05
mcf7,1980-6,286,3697,2.219471083987492e-06
mch,1973-9,365,6103,3.51995042119552e-06
mci,1972-5,422,11811,6.807093538755168e-06
mcv,1970-2,402,4006,2.306382624435045e-06
mda,1975-3,378,21645,1.2507802879710202e-05
mdl,1979-4,314,3284,1.953429024326349e-06
mdm2,1990-9,206,9214,6.54771825666349e-06
mdma,1982-5,273,7664,4.683438124589165e-06
mdp,1975-7,385,4321,2.502379448103184e-06
mdr1,1986-5,268,9542,6.169152128321343e-06
meanings,1970-2,388,3699,2.1296328826223744e-06
mebendazole,1975-1,352,1521,8.780415645549354e-07
mechanism-based,1979-9,311,2279,1.3600071339565086e-06
med,1974-8,403,8466,4.885706195188624e-06
medicaid,1975-1,400,12324,7.1143880615220415e-06
mediodorsal,1975-1,345,1204,6.950440787140975e-07
medroxyprogesterone,1975-1,404,3869,2.2334929738744545e-06
mef2,1991-9,183,1654,1.2100627566346306e-06
meglumine,1975-2,365,1759,1.0159479964417655e-06
mek1,1991-12,192,4077,3.0056605944360643e-06
mekk1,1995-5,154,1088,9.126970354771479e-07
melittin,1974-3,363,3544,2.044679062212702e-06
mem,1970-4,393,2686,1.5465195929220727e-06
membrane-anchored,1985-5,244,1294,8.230235251912306e-07
meningiomas,1972-1,414,10287,5.927685545067048e-06
meniscectomy,1975-6,338,1817,1.0516378297850286e-06
menisci,1972-2,370,2232,1.2862043540229057e-06
mep,1977-12,312,5969,3.5167972227801074e-06
meropenem,1989-9,227,3997,2.7642674771547784e-06
merozoite,1975-2,355,2324,1.3422758065552377e-06
merozoites,1975-2,381,2282,1.3180178100512272e-06
mesangial,1970-10,429,19165,1.1036950069270381e-05
mesolimbic,1975-2,396,3153,1.8210824518367745e-06
mesorhizobium,1997-7,125,489,4.578871797076837e-07
mesotheliomas,1973-11,364,2243,1.29379586088136e-06
met-enkephalin,1976-2,374,3065,1.7822836586131168e-06
meta-analysis,1980-3,302,19469,1.166450233999599e-05
metabolised,1975-1,373,1575,9.092146378527438e-07
metachronous,1975-1,364,3577,2.0649274664122317e-06
metalloproteinase-1,1990-9,200,1480,1.0517281332604695e-06
metalloproteinase-9,1993-4,172,1889,1.4566504272069617e-06
metallothionein,1972-2,400,7727,4.452733442443992e-06
metaphyseal,1971-3,400,2888,1.6634964406607878e-06
metered,1975-2,343,1352,7.808764588909988e-07
methoctramine,1987-12,225,1002,6.665335688266943e-07
methodologies,1970-5,405,11960,6.8864611049006124e-06
methylmercury,1971-3,404,3440,1.9814500539726835e-06
metoprolol,1974-12,407,9198,5.309419608899851e-06
mexiletine,1975-5,352,2701,1.5624445076588835e-06
mg-1,1975-1,365,4234,2.4441998582022333e-06
mg132,1996-4,152,1609,1.4095080826690454e-06
mgcl2,1974-2,414,4913,2.8343453777050786e-06
mglur,1991-6,211,3364,2.4428577892683528e-06
mglur1,1992-1,196,1747,1.2915322200354183e-06
mglur5,1992-7,182,2005,1.5066556588876283e-06
mglurs,1991-12,206,3174,2.3399476886779665e-06
mgso4,1974-3,358,1961,1.1313813885437667e-06
mh,1970-10,398,7676,4.420538937214685e-06
mhc,1974-3,411,66954,3.862851070298794e-05
mhc-restricted,1978-7,320,1127,6.666540576179602e-07
mianserin,1976-3,348,2325,1.3527527245484255e-06
mib-1,1991-7,190,4502,3.2778056027215183e-06
mib1,1993-4,179,906,6.986369968499244e-07
mibefradil,1995-7,157,1561,1.3194222980552793e-06
mibg,1981-7,301,4797,2.9082805733981986e-06
mibi,1988-1,233,3035,2.0224560013580722e-06
mic90,1980-12,318,3381,2.038600758850049e-06
miconazole,1974-4,395,2554,1.4735876120998384e-06
microalbuminuria,1981-10,296,8794,5.34355965315692e-06
microarray-based,1999-1,118,1082,1.1112960041535274e-06
microarrays,1995-8,152,12023,1.0198115368092407e-05
microbiol,1975-3,372,2056,1.1880823617779707e-06
microbiologic,1972-1,401,3698,2.13090124872732e-06
microcephaly,1971-2,402,3020,1.7394683975149806e-06
microci,1972-10,367,3250,1.873509741896132e-06
microcirculatory,1972-5,410,4482,2.583133793980244e-06
microcystin-lr,1989-2,209,877,5.976496303179946e-07
microdialysis,1979-4,298,14154,8.419255301557596e-06
microdilution,1973-4,372,3282,1.8924956607199376e-06
microdissected,1970-12,398,3829,2.205274992671478e-06
microdissection,1973-12,405,4330,2.4977348357154918e-06
microfilament,1971-1,413,2789,1.6063470320289034e-06
microfilaments,1970-6,433,5168,2.9757978990265685e-06
microglia,1975-5,361,18292,1.0581353178117844e-05
microglobulin,1975-3,361,1534,8.864388827662486e-07
microinjected,1971-11,408,5315,3.062372330583408e-06
microprobe,1971-11,381,1221,7.035101816824724e-07
microsatellite,1989-3,233,24421,1.6676420174758777e-05
microstimulation,1975-7,332,1340,7.760213979306332e-07
microtubule-associated,1975-1,386,4798,2.7697852904237875e-06
microv,1978-7,349,3583,2.1194511876177033e-06
microvessel,1975-5,347,7634,4.416031607355763e-06
microvessels,1974-9,402,9407,5.429042184051948e-06
mics,1972-12,407,15332,8.83920650639209e-06
midazolam,1979-1,355,16058,9.534013449725038e-06
mif,1972-11,387,8261,4.762414365854699e-06
mifepristone,1985-11,261,3984,2.5541011464634972e-06
mild-to-moderate,1973-9,362,3777,2.178412705367111e-06
milrinone,1983-9,296,3611,2.2406015042725885e-06
min-1,1975-1,414,45708,2.6386274709189344e-05
minimise,1975-5,363,2946,1.7041693889533767e-06
mining,1974-12,358,5816,3.3572063976257376e-06
minipump,1978-8,326,1219,7.214904043315088e-07
minipumps,1979-1,345,1804,1.0710773610227904e-06
minisatellite,1985-7,251,1381,8.806753190272489e-07
ministry,1971-4,379,5300,3.052930174011807e-06
mins,1975-5,350,4640,2.6840957110467304e-06
mip-1alpha,1996-3,163,3665,3.1971247490345396e-06
mip-1beta,1996-2,162,1804,1.5672731541737983e-06
mip-2,1989-11,199,2835,1.9693867054571336e-06
mis,1975-11,344,4434,2.5737555046261155e-06
mismatch,1971-7,397,19642,1.1315422607798094e-05
mismatched,1971-6,399,5581,3.2150176721012957e-06
misoprostol,1982-12,283,8027,4.934583914067785e-06
mitf,1994-8,157,2052,1.666063898496736e-06
mitogen-activated,1974-8,355,24863,1.4348371501414454e-05
mitogen-induced,1973-7,401,2388,1.377174925054795e-06
mitogen-stimulated,1973-11,400,2164,1.248227482366145e-06
mitogenesis,1973-5,404,4496,2.592643847669845e-06
mitogens,1972-5,436,9184,5.293061303863133e-06
mitomycin-c,1974-5,353,1490,8.59735852125655e-07
mitoxantrone,1981-5,326,5172,3.130821262959532e-06
mk-801,1982-10,277,11085,6.802712501002081e-06
mk801,1987-12,239,1344,8.940330504022726e-07
mkk4,1995-2,149,844,7.00121056571467e-07
mkp-1,1993-11,162,1996,1.5728492158501923e-06
mlh1,1993-9,177,3087,2.416932948620139e-06
mlr,1973-9,412,6683,3.854469714050411e-06
mmc,1974-12,386,13393,7.730925942813187e-06
mmhg,1970-4,436,90610,5.21705660143965e-05
mmol,1970-9,439,105419,6.070753871328307e-05
mmp-13,1995-12,154,2740,2.360563064659823e-06
mmp-2,1987-5,224,17064,1.122789876068988e-05
mmp-3,1987-5,220,4443,2.923438478301989e-06
mmp-9,1991-10,210,20612,1.5118168780311523e-05
mmtv,1974-6,375,3932,2.268905669328733e-06
mnc,1977-1,356,5467,3.2007294183078193e-06
mncl2,1975-1,358,1361,7.856769029317996e-07
mnng,1970-2,401,3776,2.1739642510900475e-06
mnu,1975-1,371,2873,1.6585229552704337e-06
moab,1980-10,318,7879,4.743356072085727e-06
moabs,1983-5,285,4099,2.5324208217747947e-06
mobilisation,1971-12,392,2751,1.585130922024492e-06
modeled,1970-11,417,17880,1.0297373258029418e-05
modulators,1971-12,407,12205,7.032541949585215e-06
modulatory,1970-10,401,9768,5.625302805981377e-06
moesin,1991-10,180,1238,9.080289612859337e-07
mofetil,1992-10,188,4449,3.3710381487726015e-06
mol-1,1975-1,399,4847,2.7980719680458727e-06
molecule-1,1985-1,261,10483,6.6335031543256675e-06
molt-4,1974-6,365,2225,1.2839051663927853e-06
monensin,1971-4,402,7041,4.055788934946629e-06
monitors,1972-5,415,6321,3.6430139919118968e-06
monoaminergic,1970-1,398,2685,1.5457906240451396e-06
monocyte-macrophage,1973-3,357,1054,6.077381429553142e-07
monooxygenase,1972-12,407,5812,3.3507349475052714e-06
monooxygenases,1974-7,351,1606,9.267670554052057e-07
monosomy,1974-1,388,3527,2.034647313972117e-06
monotherapy,1975-1,397,21109,1.2185785263767346e-05
montelukast,1995-2,147,2775,2.3019383080400723e-06
morphine-induced,1972-1,398,3208,1.848548189809963e-06
morphometrical,1975-1,351,1067,6.159568371992874e-07
morphometrically,1970-6,402,1904,1.0963465943782093e-06
morphometry,1974-9,417,7114,4.105687902343528e-06
mos,1975-4,343,4027,2.3283173568228125e-06
mosmol,1973-2,409,2633,1.518119133259096e-06
mother-child,1975-2,355,1737,1.0032414268444267e-06
motilin,1975-3,372,3609,2.0855006048913894e-06
moxifloxacin,1997-12,141,3874,3.714163973035718e-06
moyamoya,1975-5,345,2905,1.6804521639204208e-06
mpd,1975-4,334,3643,2.1062975244364307e-06
mpp+,1984-7,287,3278,2.058539490045058e-06
mptp,1983-2,309,8467,5.214970389023038e-06
mrnas,1970-12,440,61797,3.559137600473213e-05
mrs,1975-6,357,10380,6.007705378738908e-06
mrsa,1979-1,311,22515,1.3367686687044416e-05
msa,1975-1,359,6582,3.7996512675217526e-06
msh2,1992-12,186,2867,2.1849677589754643e-06
msi-h,1998-4,131,1686,1.6496194655175204e-06
msna,1986-5,233,3157,2.0410829248700986e-06
mspi,1978-9,327,1793,1.0618250206195109e-06
mst,1975-2,349,4565,2.636613191447788e-06
mt1-mmp,1996-5,159,4315,3.7960682730031166e-06
mtdna,1974-1,406,26091,1.5051313600466827e-05
mtor,1995-1,146,7932,6.557070691527821e-06
mts,1973-3,357,8204,4.730439966608537e-06
mtx,1971-8,414,20988,1.20913324639388e-05
mu-,1975-10,351,2566,1.4885604633089795e-06
mu-opioid,1982-9,289,5428,3.328252122049068e-06
muc5ac,1995-1,158,2368,1.9575319462352345e-06
mucins,1972-2,396,4832,2.7844710746589066e-06
mucociliary,1973-4,401,3380,1.9490052813020688e-06
mucositis,1974-8,365,6132,3.5387609719934615e-06
multicenter,1975-2,400,26014,1.5024940977507724e-05
multicentre,1975-2,395,8057,4.653492329352646e-06
multicopy,1972-2,370,3363,1.9379503774995663e-06
multicystic,1975-3,346,1532,8.852831606244412e-07
multidrug,1975-3,345,15394,8.895593325491284e-06
multigene,1975-11,362,3584,2.080365297379341e-06
multilamellar,1975-1,404,2734,1.5782811554853343e-06
multilineage,1981-12,298,1755,1.067999418942593e-06
multimeric,1970-1,392,4316,2.484779267552634e-06
multimers,1972-11,375,3585,2.0667298755101193e-06
multimodal,1971-12,383,5968,3.4387718439266333e-06
multimodality,1975-6,360,3437,1.9892565883165343e-06
multiple-dose,1975-3,366,1869,1.0800223415189822e-06
multisystem,1974-8,401,3996,2.3060810248020013e-06
multivariate,1974-2,422,99458,5.7378042453855425e-05
multivessel,1975-2,368,3947,2.2796741000316363e-06
mumbai,1996-11,130,381,3.4389074738620965e-07
mumol,1970-5,449,54751,3.1525136451037915e-05
munich,1975-2,368,1652,9.541478624910725e-07
muramyl,1977-4,343,1442,8.458465785995689e-07
muscimol,1976-9,385,7336,4.283823609753209e-06
muscle-specific,1976-4,345,4420,2.5732879526201517e-06
musculocutaneous,1975-5,359,2664,1.5410411582388988e-06
mvp,1977-4,328,3507,2.057131727564971e-06
myasthenic,1970-9,395,2128,1.2254493249022128e-06
mycotoxins,1970-9,386,2748,1.5824881319695869e-06
myelodysplasia,1975-1,351,1941,1.1204988013156673e-06
myelodysplastic,1975-7,338,7149,4.1401320700045495e-06
myelosuppression,1972-6,410,5608,3.232218741662109e-06
mykiss,1989-10,238,2091,1.4493227047108383e-06
myoclonus,1971-4,407,5236,3.0160646020992116e-06
myocutaneous,1976-7,382,3064,1.7870517155765e-06
myocyte,1975-3,366,10780,6.229342344341695e-06
myocytes,1972-3,406,36531,2.1052161502602935e-05
myod,1989-2,242,4491,3.060484024809708e-06
myoelectric,1975-1,386,2457,1.4183748350502804e-06
myofibers,1974-7,355,2687,1.5505747682900298e-06
myofibroblasts,1975-4,387,6059,3.5031723032007504e-06
myogenin,1989-2,238,2866,1.9530944589411315e-06
myopia,1971-2,412,11100,6.393410335237181e-06
myostatin,1997-8,127,2479,2.331401590465801e-06
myotube,1973-3,371,1763,1.0165487153986897e-06
myristoylated,1984-12,253,1529,9.661655918537846e-07
myristoylation,1985-7,236,1068,6.810725856054322e-07
myxoid,1975-8,373,3926,2.274884918317603e-06
mz,1973-11,397,4772,2.752560788286157e-06
müllerian,1970-10,393,2880,1.658565937881487e-06
n-cadherin,1986-10,243,3832,2.494989959892151e-06
n-formyl-methionyl-leucyl-phenylalanine,1979-7,326,1249,7.444039627291824e-07
n-glycosylation,1979-7,336,4548,2.7106078642852854e-06
n-linked,1976-4,354,9715,5.6559937691639766e-06
n-methyl-d-aspartate,1977-4,344,15297,8.972895362578089e-06
n-myc,1983-12,289,3755,2.3381388466960334e-06
n-nitro-l-arginine,1990-4,213,946,6.646108576091787e-07
n-ras,1983-4,303,2789,1.7212564284700064e-06
n0,1973-6,364,3818,2.2017734216895897e-06
n3,1973-9,383,4110,2.3704729200579367e-06
n6,1970-7,382,1548,8.913845783716913e-07
nabh4,1975-1,353,1033,5.963293466043711e-07
nad+,1974-2,421,8084,4.663718305183769e-06
nadir,1970-5,425,8666,4.989805345741531e-06
nadp+,1974-2,407,3684,2.1253263528323853e-06
nahco3,1975-1,393,2782,1.6059905539722751e-06
naltrexone,1975-2,401,8180,4.724533604828676e-06
naltrindole,1989-6,228,1400,9.62080420733931e-07
nanomolar,1972-12,385,7829,4.51357603303833e-06
nanostructures,1997-11,120,4124,3.935529044957771e-06
naproxen,1975-2,402,5922,3.4203775070654546e-06
nat2,1990-1,209,2966,2.0697697874199605e-06
natl,1974-12,416,7458,4.305028423915535e-06
nb4,1992-4,188,1900,1.4157690294852781e-06
nbqx,1990-2,219,1682,1.176266549552851e-06
nbs1,1997-12,127,1439,1.3796287963857506e-06
ncam,1984-3,270,4797,2.997658616778255e-06
ncep,1988-9,207,1719,1.1607889817207574e-06
nci,1974-5,358,3364,1.9410412124501367e-06
nec,1975-2,341,4790,2.7665667441478432e-06
neca,1981-3,301,3045,1.8403360589266396e-06
necrotising,1975-1,357,1482,8.555276782842962e-07
nelfinavir,1996-5,154,2117,1.8624047587364075e-06
neoadjuvant,1982-11,279,11313,6.9487164834943935e-06
neoplasias,1971-12,386,2641,1.5217487332121714e-06
neoral,1994-1,161,1351,1.0716158517944394e-06
neospora,1988-5,213,1378,9.243080861750057e-07
neostriatum,1975-2,388,3217,1.8580470179381235e-06
neovascular,1970-8,404,4437,2.555062187590633e-06
nephrin,1998-3,121,1453,1.4143229377469611e-06
nephrotoxic,1971-6,416,4145,2.387788613305836e-06
nervosa,1971-4,417,10955,6.310349067226291e-06
nestin,1990-2,193,3281,2.294489030370335e-06
netilmicin,1976-7,351,2241,1.3070440256550054e-06
neuralgia,1971-8,412,5232,3.0141915118795405e-06
neuregulin,1994-2,161,911,7.248763083321134e-07
neuritic,1975-6,364,3103,1.7959450664958413e-06
neuroanatomical,1970-1,396,3797,2.1859839849159758e-06
neurobehavioral,1975-1,355,4687,2.7057073064227366e-06
neurobiotin,1991-4,191,546,3.9458533525769565e-07
neurodegenerative,1976-4,334,21953,1.2780857561961582e-05
neurodevelopmental,1975-2,341,6670,3.852400873374972e-06
neuroectodermal,1970-7,392,3880,2.2342197442391227e-06
neuroepithelial,1975-1,384,2984,1.7226009392714842e-06
neurofibrillary,1973-5,375,5137,2.96228012577402e-06
neurofibromas,1975-1,357,2046,1.1811131105058501e-06
neurofibromin,1992-3,176,964,7.163822034067954e-07
neurofilament,1975-7,378,6940,4.019095896745219e-06
neuroimaging,1982-9,272,12722,7.800667556504835e-06
neurokinin,1984-1,298,4924,3.0699265372814246e-06
neurokinin-1,1988-5,212,1108,7.432027282161874e-07
neuroleptic,1972-10,422,8933,5.1495576998025076e-06
neuroleptics,1971-11,422,6305,3.632785991407034e-06
neuroma,1971-3,400,3437,1.979722045204684e-06
neuromedin,1983-7,271,1326,8.210054504545779e-07
neuromodulator,1976-7,344,1901,1.1087419423338533e-06
neuromodulatory,1978-3,308,1471,8.680958495114074e-07
neuron-specific,1975-3,351,5150,2.9759845151539637e-06
neuropathies,1973-6,403,5403,3.115815033365336e-06
neuropathologic,1975-2,382,2495,1.4410405066072797e-06
neuropeptide,1975-11,362,21654,1.256926064437842e-05
neuropeptides,1977-4,370,10833,6.354407757260146e-06
neuropilin-1,1997-9,130,610,5.763831839552217e-07
neuroprotection,1987-10,231,7197,4.772288395895369e-06
neuroprotective,1987-7,258,18081,1.193459368209145e-05
neuropsychologic,1975-4,342,1824,1.0545942038353141e-06
neurosci,1979-3,308,1801,1.070601544049367e-06
neurotensin,1975-3,390,7594,4.388276972442563e-06
neuroticism,1975-2,392,4431,2.5592186311730886e-06
neurotoxins,1975-1,389,3100,1.7895653189482578e-06
neurotransmission,1972-3,417,13428,7.738316078315737e-06
neurotrophin,1991-2,222,4725,3.3981851595520677e-06
neurotrophin-3,1990-3,221,1636,1.1467036314198909e-06
neurotrophins,1991-3,219,4627,3.3357515549544233e-06
neutralising,1974-1,360,1591,9.178122700679438e-07
neutropenic,1971-7,396,6421,3.6990290481962914e-06
nevirapine,1991-7,205,2899,2.1106971217880236e-06
nf-kappa,1986-12,255,12067,7.879932115432915e-06
nf-kappab-dependent,1995-7,158,1602,1.3540772078696715e-06
nf-kappab-mediated,1996-4,134,448,3.9245470542929294e-07
nf1,1984-2,260,7136,4.454140739320026e-06
nfat,1990-8,196,3439,2.4382672147110514e-06
ng-nitro-l-arginine,1989-12,230,3527,2.4554235947037464e-06
ng108-15,1977-8,330,2214,1.3016935223805844e-06
nh2,1975-1,414,5325,3.074011394644991e-06
nh2-terminal,1975-1,419,9522,5.496851924846874e-06
nh4,1971-12,418,3275,1.8870606214577287e-06
nh4+,1975-1,409,4144,2.3922447360392195e-06
nh4cl,1974-2,402,3771,2.175517284617515e-06
nhanes,1981-9,280,2693,1.6351005873686897e-06
nhe1,1991-6,182,1925,1.3978897872596845e-06
nhe3,1993-3,177,2772,2.131078075012028e-06
nhl,1975-3,369,18011,1.0407855748046222e-05
nhs,1970-11,391,10521,6.059209398642478e-06
ni2+,1975-1,396,4522,2.610456249123878e-06
nicardipine,1980-6,327,5981,3.590656357405786e-06
nick-end,1993-8,175,2070,1.6157100139777181e-06
nicorandil,1981-10,280,3477,2.1127537996391416e-06
niddm,1980-4,333,16062,9.629716529653213e-06
nifedipine,1975-2,400,27831,1.6074388111978837e-05
nigrostriatal,1973-5,405,5485,3.1629562954780027e-06
nih3t3,1979-10,305,4878,2.9128852404188467e-06
nimodipine,1980-11,330,5443,3.2794150168045497e-06
ninety-three,1970-10,398,2815,1.6211330260890227e-06
nipah,1999-4,104,465,4.856989125304755e-07
