word,num months,term frequency
interesting,451,36584
interface,452,65318
interfered,455,6972
interference,473,55631
interferences,416,4171
interferes,454,9944
interfering,460,24733
interferon,476,57766
intermedia,416,4763
intermediary,438,4744
intermolecular,437,15292
internally,438,6961
interplay,416,12328
interpretations,450,9449
interpreting,433,10355
interrupt,411,2862
interrupted,449,13122
interruption,445,12411
interspecies,426,4021
intervening,438,8869
intervention,447,216319
interventricular,424,5204
intervertebral,421,9197
interview,433,46852
intestines,443,5805
intima,428,7125
intimal,423,16561
intimate,428,7261
intimately,437,5051
intolerance,436,15429
intoxicated,419,3113
intra-abdominal,424,11502
intra-articular,421,6338
intracarotid,413,2217
intracavitary,413,3291
intracellularly,459,9947
intracerebrally,418,1317
intracerebroventricular,415,9812
intracisternal,434,2516
intracoronary,408,9703
intraduodenal,421,2605
intragastric,438,8948
intrahepatic,432,16171
intraluminal,462,11868
intramedullary,417,9306
intramolecular,451,19933
intramural,441,6185
intramuscularly,446,7621
intranasally,425,4210
intranuclear,448,5346
intraocular,424,37050
intrapartum,408,5124
intraperitoneally,470,20416
intrarenal,450,6094
intrathoracic,428,7200
intratracheal,428,5920
intrauterine,431,26864
intravascular,453,26244
intrinsic,474,73801
intrinsically,414,5869
introduce,432,20393
introduced,478,92383
introduces,428,7443
intubated,415,6420
intubation,435,30817
inulin,451,7068
invade,422,6377
invaded,430,6173
invading,425,7424
invaginations,427,2129
invariably,452,9326
invariant,437,10883
invasion,438,85300
invasive,429,117743
inventory,423,26027
inverse,465,43085
inversely,475,40287
inversion,444,19645
invertebrate,410,5864
investigating,448,30800
involuntary,420,6722
involution,423,5193
involvement,479,204602
iodinated,442,5985
iodination,422,3080
iodine,462,25930
iodoacetamide,429,2183
ionic,478,54150
ionization,434,30634
ionized,444,8635
ionizing,439,13551
iop,410,26979
ip,428,36435
ipsilaterally,406,2320
iq,426,15995
ir,432,44298
iri,413,5350
iron-deficient,408,2076
irregularities,419,3524
irregularity,420,3768
irrelevant,417,6919
irrespective,469,33370
irreversibly,464,7833
irrigation,424,13444
irritation,430,11530
islands,433,15919
islet,444,34974
islets,451,35554
isocaloric,419,3226
isocitrate,451,3857
isogenic,443,6296
isolate,477,53696
isolates,479,205178
isolating,459,6538
isolations,430,1927
isomer,449,14349
isomeric,431,4578
isomerization,433,8836
isomers,462,23368
isometric,465,23739
isoprenaline,473,9893
isopropyl,408,3181
isothiocyanate,431,5439
isotope,472,24875
isotopes,431,4803
isotropic,414,7848
isovolumic,417,4019
isozymes,436,14285
issue,435,56639
isthmus,410,5420
italy,412,18148
item,420,15994
items,437,54602
itp,424,8360
iv,479,176680
jaundice,439,15505
jersey,426,4500
join,414,2688
joined,443,6423
joints,445,38661
journals,425,11656
jr,435,2743
judging,421,4257
jugular,434,16122
juice,464,19535
july,438,34971
jump,412,6631
junction,466,55556
junctional,449,17054
junctions,462,37222
june,436,39949
just,474,58364
justification,419,3589
justify,434,9145
juvenile,449,33171
k1,421,11243
ka,424,14681
kallikrein,442,10691
kappa,444,50514
karyotypes,427,5780
kb,446,65856
kcal,451,31481
kcl,474,23836
kcn,413,2182
keep,442,13303
keeping,441,14512
kenya,411,4971
keratitis,424,9583
keratoconjunctivitis,406,2356
keratoplasty,416,6247
keto,412,2670
ketone,462,11637
key,466,182870
khz,421,14844
kidneys,473,56041
kind,461,24464
kinds,469,32596
klebsiella,468,13579
knee,434,86848
knife,411,4945
know,436,22560
knowledge,465,214053
kong,425,9754
krebs-ringer,390,1391
kupffer,423,10444
l-,466,11151
l-alanine,459,3428
l-amino,430,2456
l-aspartate,407,1829
l-dopa,453,12521
l-methionine,418,2028
l-serine,421,2142
l-thyroxine,425,2076
l-tryptophan,449,3433
l2,416,9947
labeling,479,81495
labels,450,10118
labial,413,4484
labile,471,10877
lability,441,3221
labour,426,18510
lac,461,9011
lacerations,408,3443
lactate,478,81039
lactation,434,28331
lactis,408,9001
lactobacillus,465,12896
lactogen,398,1967
lactose,470,17753
laevis,446,11965
lamb,435,6426
land,424,12948
langerhans,435,11888
language,428,50742
largest,467,48743
larva,413,4165
laryngeal,432,31113
larynx,428,12583
laser,448,135683
lasting,461,24722
lastly,421,6136
lasts,426,2554
lateral,479,171212
lateralis,424,6718
laterally,433,7589
latex,448,19272
law,451,27622
layered,414,4567
lb,412,9358
lc,417,39713
ld50,421,7599
ldh,433,22242
leadership,408,8719
leading,477,161915
leads,479,148881
leaf,441,34764
leaflets,419,6150
leak,441,17329
leakage,458,35534
leaks,415,6864
learn,440,16602
least-squares,415,4634
leave,440,11778
leaves,462,45684
leaving,452,19584
lecithin,464,7286
leg,452,51372
lengthened,435,4230
lengths,472,33931
lens,443,68867
leprae,420,5974
leprosy,434,13100
lesser,479,48699
lethally,426,2760
letter,419,10662
leu,444,13025
leucocyte,436,10822
leukemias,436,10228
leukemic,461,26937
leukocytes,477,52716
leukocytosis,425,4879
leukosis,385,1341
lever,434,6164
leydig,425,14403
li,456,20790
liable,406,1656
lib,401,2021
libitum,432,12448
licl,430,4343
lie,459,13019
lies,456,16342
lifespan,420,8072
ligand,460,136554
ligature,423,2932
light-dark,413,2965
light-induced,439,5306
lighter,429,4231
lighting,428,3960
lightly,437,3197
likelihood,443,49366
likewise,453,20531
limb,469,83232
limbic,426,11075
limitations,463,62613
limiting,478,42487
limits,475,72866
lincomycin,397,1672
linearly,475,25274
lined,426,5260
lineweaver-burk,401,1124
lingual,424,9059
linguistic,415,6742
link,452,48659
linkage,478,73744
links,439,18111
lip,436,23246
lipase,468,31212
lipophilic,435,13376
lipopolysaccharide,470,40922
lipoprotein,472,94583
lipoproteins,472,33940
liposomes,437,40423
lips,416,3780
liquids,415,8803
listed,442,10739
listening,414,6233
listeria,452,13365
lists,431,11131
liter,477,25070
liters,445,4797
litter,433,13889
littermate,412,2540
littermates,431,9327
litters,430,6294
live,468,57891
lived,430,11964
livers,475,35815
living,474,108718
lizard,412,2817
load,469,88383
lobectomy,421,10164
lobes,439,17811
lobular,423,6983
lobules,422,3954
localization,471,134692
localizations,412,4260
localized,479,141318
localizing,423,5531
locally,446,39671
locate,434,8283
locating,422,3419
location,478,125522
locus,479,106777
log,477,43662
logarithm,441,4861
logarithmic,451,6491
london,435,11677
long-acting,426,8415
long-chain,465,11791
long-evans,412,3931
long-lasting,450,17252
long-lived,416,5922
long-range,416,9758
long-term,473,295402
longitudinal,464,78247
longitudinally,427,8047
longstanding,410,3421
look,430,14490
looked,424,9140
looking,423,9358
loops,455,25276
loose,431,9388
loosely,439,4626
loosening,419,9664
lose,462,11055
loses,433,2719
losing,424,4376
low-level,431,8922
lowering,472,33379
lowest,474,81497
lp,425,31381
lt,417,17524
lumina,418,2664
luminal,456,34902
luminance,425,6572
luminescence,408,7278
luteal,430,22855
luteum,421,6284
luteus,407,1624
lv,434,75551
lyase,447,8267
lymph,475,159562
lymphatic,440,28257
lymphoblastoid,431,7290
lymphoblasts,428,4975
lymphocytosis,407,2910
lymphopenia,414,3075
lymphoproliferative,428,10728
lysate,451,10929
lyse,440,4241
lysine,478,35874
lysosome,416,2802
lysosomes,461,17690
lytic,468,16263
m13,408,3293
macaque,416,7189
machine,435,16090
machinery,435,20808
machines,417,6419
macromolecular,467,11607
macromolecules,467,14239
macroscopic,447,20045
macroscopically,420,5778
macular,426,26035
magnetic,479,179158
maintain,475,73145
maintaining,461,50442
mal,408,3900
malaria,437,49819
malate,475,8761
maleate,424,4873
maleimide,402,1853
malformation,430,21253
malfunction,425,4546
malic,438,3720
malignancy,447,59474
maltase,412,1936
manage,418,17685
management,465,348608
mandible,420,17258
mandibular,426,36794
maneuver,420,7426
manifest,451,18779
manifestation,448,28705
manifestations,458,65888
mannan,406,2756
manometric,419,3572
manometry,412,7153
manpower,413,2185
mansoni,423,9825
manual,447,36008
manufacturer,422,7335
manufacturing,417,9313
map,479,108443
march,433,33576
mare,414,2961
margin,435,28055
marginal,443,32528
marginally,437,11987
marijuana,408,8108
marital,424,14336
marker,477,165895
market,423,18651
marks,422,5995
marriage,423,6268
marrow,474,173254
masked,443,11084
massage,408,5193
masses,447,41866
mastectomy,424,12174
mastoid,406,3814
matches,412,7096
matching,445,26821
maternal,469,156890
maternity,414,6734
mathematical,460,30145
mating,469,26413
maturational,413,3593
maturing,425,4616
maturity,445,14229
maxillary,425,28571
maxima,456,8260
maximize,424,10879
maze,415,14592
mb,420,20552
mcg,412,5275
md,422,22452
meaning,433,17060
meaningful,433,16740
measles,446,19631
measurable,468,23656
measures,466,287434
meat,448,23825
mechanically,441,15391
mechanics,437,16257
mechanistic,409,19804
mechanoreceptors,412,2546
meconium,408,5515
medially,417,3280
mediate,464,64198
mediates,449,35925
mediator,442,31631
mediators,439,42173
medical,478,436238
medicated,409,3232
medications,427,53610
medium-sized,419,5227
medulla,470,29502
medullary,456,28742
meet,447,27695
meeting,432,21539
meets,415,3235
megakaryocytes,413,6502
meiotic,446,16711
melanogaster,465,17744
melanomas,418,15555
melatonin,429,42228
mellitus,435,67560
melphalan,417,6626
members,478,154999
membership,407,5901
membrane-associated,447,10654
membranous,461,12599
memorial,420,4253
memory,461,157300
men,476,368743
mendelian,438,4311
meningitidis,436,6055
meningitis,445,32282
meningococcal,431,8388
menopausal,418,11468
menses,409,3295
menstruation,418,4255
mention,419,2911
mentioned,461,20558
mepyramine,398,2004
meq,448,12161
mercaptoethanol,382,1216
mercury,452,30804
mere,425,3604
mesangium,404,1727
mesencephalic,425,5772
mesencephalon,412,3030
mesentery,431,4105
message,434,14350
messages,408,8636
messenger,478,37848
metabolize,451,4843
metabolized,475,17796
metacarpal,410,4339
metallic,428,13144
metaphases,415,3471
metaplasia,430,14199
metaplastic,412,3775
methane,437,10719
methicillin,436,4179
methionine,479,33461
methodological,426,21007
methotrexate,439,27066
methylated,471,15820
methylation,469,60087
methylprednisolone,428,10858
metoclopramide,424,6968
metropolitan,428,9799
mexico,423,10957
mf,409,14141
mgatp,428,4677
mic,445,30062
micelles,430,17456
michaelis,465,4168
michigan,426,5378
micro,453,26111
microanalysis,421,3005
microbiology,422,7021
micrococcus,464,2306
microelectrode,436,5966
microelectrodes,434,5705
microliter,405,8251
micron,420,13583
microns,419,30440
microorganism,435,6029
microorganisms,473,30093
microscopical,434,4283
microscopically,442,11688
microsomal,478,40218
microsphere,424,5482
microspheres,432,22777
microtiter,434,4822
microtubular,423,2192
microtubule,442,22156
microtubules,453,30357
microvasculature,413,5281
microvilli,436,9187
microwave,429,12997
mid,438,12248
midbrain,442,15180
middle-aged,425,15761
midline,420,19794
migraine,421,32611
migrated,454,12164
migrating,447,13399
migratory,425,9656
mild,478,160445
milder,428,7351
miles,408,2520
milieu,430,8804
milk,474,120582
milliliter,453,4664
million,467,45616
millipore,393,1182
mimic,442,25330
mimicked,453,17852
mineralization,430,15107
minerals,426,7982
minimally,447,30670
minimize,445,27849
minimum,479,85705
mink,424,4696
minnesota,433,8267
minus,456,15119
minutes,477,165566
miscellaneous,430,4364
misdiagnosed,417,5669
misleading,431,6344
mites,409,6483
mitogen,444,16511
mitomycin,457,12425
mitosis,458,22136
mitral,432,66671
ml-1,406,20747
mm2,419,15260
mmpi,396,3789
mn,474,44048
mn2+,419,12784
mobilities,458,5097
mobilization,454,31449
modeling,432,51296
modest,446,34982
modification,479,104872
modifier,414,7733
modify,467,39855
modulate,437,58557
modulates,414,22377
modulating,434,30252
modulator,420,12798
moiety,478,42282
moisture,428,10162
molar,478,43886
molars,419,14397
mold,447,5339
mole,469,12610
moment,435,20726
moments,421,10153
mongrel,433,5785
monitored,471,98191
monkeys,476,55023
monoamine,464,14315
monoclonal,435,171018
monocular,427,6329
monocytes,443,71432
monolayers,474,28374
monomeric,453,23423
monophasic,431,7262
moral,409,10062
morphine,465,76926
mosaic,461,15460
mosaicism,414,5156
mother,459,48753
motivation,425,18734
motoneurons,429,18014
mount,425,6790
mountain,420,6072
mounting,424,5023
mouth,454,26055
move,449,18964
moved,452,15401
moving,461,28741
ms,442,196698
mu,471,55769
mucin,430,18135
mucocutaneous,416,3197
mucoid,424,3564
mucosal,477,89640
multidisciplinary,423,20087
multifactorial,424,12255
multifocal,426,14143
multiphasic,421,2595
multiplication,465,7734
mural,416,4067
mus,425,5928
muscular,454,43617
musculature,436,6643
musculoskeletal,409,17130
musculus,421,3285
mutagen,438,4181
mutagenic,442,20535
mutagens,441,5698
mutated,422,35161
mutational,443,18208
mutually,442,8693
mv,474,72086
mw,425,17014
myasthenia,425,8047
mycelia,425,2943
mycelial,438,3120
mycobacterial,443,12688
mycobacterium,477,35886
mycosis,419,4829
myelin,458,32609
myelocytic,401,1832
myeloid,436,47006
myeloma,471,34041
myelopathy,410,7586
myeloperoxidase,431,12340
myenteric,419,6814
myoblasts,424,10757
myocardial,478,259406
myocarditis,420,10225
myocardium,456,49760
myofibrillar,427,5142
myofibrils,433,4947
myometrium,422,7979
myositis,412,5031
n-,456,29284
n-acetylglucosamine,449,4989
n-acetylneuraminic,421,1725
n-terminal,468,89633
n-terminus,414,12138
n1,418,10265
n2o,410,7139
na+,428,91330
nadph,468,30392
nadph-cytochrome,421,2575
nail,416,13372
naloxone,439,27713
name,447,15860
narcotic,428,5176
narrow,458,28610
narrowed,416,4251
narrowing,428,15062
nasogastric,412,4132
nation,409,4579
natriuretic,427,29717
naturally,477,43355
nctc,403,1784
nd,423,14882
ne,423,46793
necessitated,427,4639
necropsied,408,2071
necrosis,467,148709
necrotic,434,21445
needle,445,46734
needles,420,8867
negatively,466,62697
neglect,416,10808
neglected,428,7838
negligible,470,25315
neighboring,440,15253
neighbouring,435,5672
nematode,427,12788
neoformans,425,7705
neomycin,455,7104
neonates,437,46014
neoplasia,438,27275
neoplasm,432,22823
neoplastic,458,45265
neostigmine,431,4175
nephron,456,8630
nephrons,434,2646
nephrotoxicity,420,11016
netherlands,416,17005
neuraminidase,465,10025
neurites,409,9128
neuritis,418,4757
neurofibromatosis,415,6755
neurogenic,429,15507
neurologic,437,49226
neurological,446,94121
neurologically,419,5558
neuromuscular,472,31614
neurons,477,423764
neuropathological,417,6683
neuropathy,427,41590
neuropil,424,5714
neurosurgical,424,9520
neurotic,413,2918
neurotoxic,424,10916
neurotoxin,422,7776
neurotransmitter,446,25955
neurotransmitters,433,12842
neutron,432,13632
neutrons,413,4061
neutropenia,433,22461
neutrophilic,420,5222
newborn,470,56974
newcastle,464,3685
newer,430,18989
ngf,410,32922
nickel,431,17142
nicotinic,461,22594
nih,431,12736
nil,416,3098
ninety-five,411,3435
ninety-six,412,3483
ninety-two,409,3163
ninth,426,3995
nipple,410,5536
nitrate,472,36321
nitrite,457,25719
nitro,419,3570
nitrogenase,428,3826
nitroprusside,416,16337
nl,431,9023
nociceptive,420,15401
nodule,433,17029
nodules,444,44168
noise,458,63132
nomenclature,428,5924
non-adrenergic,379,1541
non-immune,409,1972
non-malignant,410,3562
non-pregnant,429,7800
non-selective,413,7249
non-specific,462,23905
nonadherent,421,3441
noncompetitive,441,6619
nondenaturing,406,2586
nonenzymatic,409,2883
nonfatal,409,6682
noninfected,423,3254
nonirradiated,412,2469
nonlinear,447,33531
nonobese,414,6295
nonpregnant,431,9863
nonradioactive,427,2632
nonselective,425,9240
nonspecific,468,38231
nontoxic,449,6500
nonverbal,414,4097
nonviable,418,2235
norepinephrine,476,53744
normalization,430,20063
normalize,416,5062
normotensive,436,31194
norms,413,10157
north,449,43233
northern,436,76591
nosocomial,425,18177
notable,437,13871
notably,442,26632
note,436,12899
noteworthy,431,6237
noticed,428,15367
notion,445,24770
novel,467,347368
novobiocin,402,2176
noxious,432,11346
np,423,22275
ns,429,49555
nt,412,30876
nu,423,13723
nuclease,470,15695
nucleases,432,2342
nucleocapsid,443,5091
nucleocapsids,405,1719
nucleoli,438,6581
nucleolus,431,5034
nucleosides,449,7782
nulliparous,409,5055
numerically,424,8525
nursing,442,108412
nutrient,466,36042
nutrients,449,22078
nutrition,437,54481
nutritionally,422,2927
nystagmus,424,9707
nystatin,415,2638
o-,410,3556
o2,456,62297
oat,411,5691
ob,425,19085
obese,452,77613
object,443,40963
objective,462,577318
objectively,422,9054
objects,441,27746
obligate,438,6649
obligatory,442,7076
oblique,431,13566
obliteration,422,6374
oblongata,424,3553
obscure,443,10527
observe,451,30123
observers,432,21201
obstetric,423,18734
obstetrical,417,4368
obstetrics,420,8551
obstructed,428,8352
obstructing,413,2700
obstructive,440,49220
obtain,474,91669
obviates,408,1639
obvious,466,39468
occasion,435,7565
occasionally,471,28287
occasions,452,21336
occlusive,429,12232
occult,423,17335
occupancy,421,11675
occupation,427,11986
occupations,417,5249
occupy,437,5676
occupying,422,4109
occurrence,478,132164
octapeptide,430,4093
october,435,29904
ocular,443,66155
odor,421,11754
oedema,445,16994
oesophageal,447,17294
oesophagus,434,9088
oestradiol,448,14884
oestrogen,443,15553
oestrus,420,5074
offering,422,10124
offers,462,55442
office,435,23003
official,425,6969
offspring,455,43787
oil,471,88077
ointment,417,6070
old,474,166985
older,471,194683
oldest,421,6709
olfactory,449,48290
oligo,439,5428
oligomeric,423,9068
oligomers,435,14672
oligonucleotides,449,25592
oligosaccharides,449,20544
on-line,437,13376
oncogenic,458,16217
one-fifth,436,2245
one-half,467,11001
one-quarter,412,2195
one-tenth,427,1481
one-year,421,7727
ones,474,52863
ontario,423,9691
onwards,427,5224
oocysts,421,9358
open-chest,423,3410
operable,415,3299
operant,437,5307
operate,450,14214
operation,479,183490
operations,457,60924
operator,457,16358
operon,473,22985
opiates,418,5391
opossum,413,2625
opportunities,432,24491
opportunity,445,32620
opsonization,407,1920
optic,453,59571
optima,461,3094
optimize,412,19517
orally,472,53287
orbit,422,8282
orbital,428,31979
orchiectomy,411,3921
ordinarily,430,1712
ordinary,450,11418
organelle,438,8515
organizations,423,21015
organizing,419,5826
organs,470,99624
orifice,427,9054
originated,450,17303
origins,441,20781
oropharyngeal,415,6885
orthodromic,399,1931
orthogonal,419,9044
orthopaedic,416,11716
orthostatic,420,8302
oscillation,439,11422
oscillations,447,27902
oscillatory,427,11947
osmolarity,439,5814
osmotic,476,28548
osmotically,447,2717
osseous,423,9485
ossification,423,10880
osteoarthritis,422,23222
osteoblasts,411,18655
osteoclasts,417,13991
osteogenesis,410,7951
osteogenic,418,9761
osteomyelitis,425,12194
osteoporosis,430,36955
ot,424,12565
ought,410,2225
out-patient,415,4985
out-patients,409,2610
outbreak,445,25544
outbreaks,437,19204
outcomes,424,200859
outflow,458,28912
outlined,457,17208
outlook,417,2775
outpatient,430,51497
outputs,445,8146
ova,424,14559
ovarian,444,134275
ovariectomized,440,18309
over-all,410,2679
overlap,457,31686
overlay,425,3791
overload,430,19514
overlying,424,8873
overproduction,431,8925
overshoot,436,3045
overweight,418,30914
overwhelming,428,5325
oviducts,408,2118
ovine,438,15251
ovoid,411,2238
ovum,408,1943
owing,460,26953
ox,443,4505
oxalate,442,14972
oxaloacetate,430,2306
oxide,456,142447
oxidize,449,4218
oxidizing,450,6100
oxotremorine,386,2321
oxygenase,434,7218
oxyhemoglobin,421,3198
ozone,414,16697
p-chlorophenylalanine,392,1147
p-nitrophenyl,447,3802
p3,418,17277
p388,399,3744
pa,447,56922
pacific,413,9697
packaged,414,4241
packed,457,17586
pad,435,16395
paediatric,418,20362
page,416,10345
paget,423,6091
pain,461,446651
paired,468,44881
pairs,475,98280
palate,428,20384
palliation,419,7685
palliative,424,26558
palmitic,460,7288
palmitoyl-coa,390,2069
palpable,422,9444
pancreatitis,444,47449
pancytopenia,411,3407
panel,434,48929
papaverine,427,5718
papers,437,18880
papillary,449,36221
papilloma,416,6799
paracetamol,421,8961
paradox,412,4773
paraffin,436,13256
parahaemolyticus,414,2909
paralleling,412,2075
parallels,455,7530
paralysed,393,1361
paralytic,418,3074
paranasal,411,5495
paranoid,418,3006
parasite,445,58102
parasites,442,39813
parathyroidectomy,411,4394
paraventricular,422,9842
parenchymal,444,21348
parent,479,60281
parental,479,65611
parenterally,431,2666
paresis,420,5497
parietal,441,33658
parotid,436,18111
paroxysmal,429,12735
participants,427,210396
participated,431,47503
participates,440,14162
participating,437,26597
participation,465,50734
particularly,479,224515
partition,469,17514
partitioned,421,4013
partly,473,52154
parts,478,66269
parturition,434,11472
parvum,414,7058
passage,477,33309
passively,451,6701
past,470,116017
patch,436,42777
patches,441,26383
patent,433,21633
paternal,433,13628
path,439,21992
pathogenesis,475,150671
pathogenetic,429,13299
pathogenicity,449,13228
pathogens,452,57663
pathologic,439,61724
pathological,464,105947
pathophysiologic,424,9560
pathophysiology,434,44160
paucity,431,8548
pause,417,3880
pay,420,8517
pb,435,46565
pd,439,87422
pe,423,39391
peaked,434,18923
peaks,474,48204
peanut,416,7541
pectoris,434,10882
peg,428,22120
pellet,448,9514
pellets,444,11440
pelvic,438,68229
pelvis,429,18313
penetrate,452,7972
penetrated,441,5547
penetrating,437,16620
penetration,466,36995
penicillin,474,27310
pennsylvania,410,3780
pentapeptide,417,2730
pentobarbital,432,11896
pentose,444,3062
pep,427,7979
peptidase,433,8522
percentages,454,28215
perceptual,433,21164
perchloric,414,2006
percutaneous,438,64164
perfectly,418,5053
perforated,429,7535
perforations,424,6691
perform,465,67429
performances,421,11113
performing,448,43769
performs,410,6340
perfusate,461,14429
perfusates,396,1632
perfusing,446,2404
pericardial,428,18369
pericarditis,423,5809
perikarya,420,6495
perinatal,432,37186
perineal,417,9037
perinuclear,429,7316
periodate,450,3383
periodic,461,31216
peripherally,430,6430
periplasmic,437,8058
peritoneum,427,6959
peritonitis,428,17678
peritubular,434,4237
periventricular,424,8349
permanently,443,7927
permease,425,4108
permits,478,27308
permitted,474,20977
permitting,455,9145
pernicious,421,1874
peroneal,415,7078
peroxidation,435,44462
peroxide,455,37229
persist,458,17347
persisted,476,41432
persistence,463,36532
persistent,471,101685
persistently,441,11649
persisting,436,10019
persists,460,11778
personal,442,60824
persons,473,115266
perspective,425,35185
pertaining,425,8003
perturbation,440,18668
pesticide,417,10877
petroleum,411,4288
pfu,416,4742
pg,460,107281
pge,456,17966
ph-dependent,443,5817
pha,443,18563
phagocytes,433,9191
phagocytic,459,17752
phagocytosis,471,28511
phantom,419,22003
pharmacologic,448,24889
pharmacology,427,12492
pharynx,425,5618
phases,479,82229
phasic,453,12729
phenobarbitone,396,2041
phenolic,451,14838
phenomena,476,36247
phenotype,474,162623
phenotypes,462,56886
phenotypic,467,53339
phenotypically,452,9844
phentolamine,473,10597
phenylbutazone,384,2393
phenylephrine,450,19106
phenylketonuria,415,2177
phenytoin,425,13434
phi,430,39390
phorbol,415,37635
phosphate-buffered,421,4477
phosphates,459,11714
phosphatidic,450,5914
phosphatidylcholine,464,26217
phosphatidylethanolamine,462,9704
phosphatidylinositol,444,26206
phosphocellulose,342,1387
phosphocreatine,417,5017
phosphodiester,439,3880
phosphoenolpyruvate,465,5947
phosphofructokinase,442,3553
phosphohydrolase,400,1830
phosphokinase,433,3270
phospholipase,464,46527
phospholipases,417,3355
phosphoprotein,427,7819
phosphoric,414,3603
phosphoryl,420,2997
phosphorylate,408,6381
phosphorylated,468,61775
phosphorylation,476,235354
phosphorylcholine,407,1957
photochemical,435,7127
photometric,414,2109
photoperiod,412,7376
photosensitivity,410,3073
photosynthetic,457,13332
physicochemical,459,13762
physiologic,462,42897
physiologically,451,19129
phytohaemagglutinin,425,2423
picrotoxin,426,4776
picture,457,36201
pictures,433,11693
piece,439,6184
pieces,453,8937
pig,478,74538
piglets,430,15285
pigmentation,437,10301
pigmented,440,13578
pigments,453,8289
pits,423,5724
pka,421,31376
pl,419,19684
placed,475,103122
placement,438,61686
placenta,456,34798
placentae,407,3502
places,446,12176
plan,436,35617
planes,434,12707
planned,436,25023
plant,476,129585
plants,470,116995
plaque-forming,464,3935
plaques,467,35033
plasmalemma,422,2531
plasmas,427,4303
plasmids,457,40644
plasmin,447,11756
plasmodium,439,21461
plaster,408,3194
plate,477,56939
plated,447,6700
platelet,477,161808
platelets,473,88578
platinum,429,15754
play,479,269402
played,443,25095
pleural,429,43005
plexiform,417,5769
plexus,451,28380
ploidy,410,10173
plotted,459,7236
plotting,426,2405
pm,433,42736
pmn,436,33347
pneumatic,416,4849
pneumococcal,449,17373
pneumoniae,470,47653
pocket,426,22447
pointing,424,8702
points,479,129502
pokeweed,407,4025
polarity,460,22725
poliovirus,462,8763
political,424,10907
pollution,437,22203
poly,476,87917
polyarthritis,424,3041
polycyclic,434,9501
polycystic,420,12239
polygenic,407,3022
polygonal,423,3256
polymerized,433,5103
polymorphic,450,33860
polymorphisms,427,70827
polymorphonuclear,465,20974
polymyxin,455,4773
polynucleotides,413,1649
polyoma,442,2602
polyp,422,8972
polypeptides,474,41163
polysaccharides,459,11537
polysomes,455,4145
polystyrene,445,9254
polytene,403,1872
polyuria,414,2503
polyvalent,429,2715
pons,425,6362
pooling,414,4558
poor,473,197360
popliteal,420,9038
popular,425,17730
porcine,467,56866
porous,423,18007
porphyrin,439,10886
porphyrins,425,4984
portion,479,85106
posed,426,5860
positioned,428,18358
positively,466,85312
positives,428,7170
possess,477,47847
possessed,477,19986
possessing,465,15122
post-mortem,430,6971
post-operatively,418,4792
post-synaptic,459,3409
posteriorly,423,4735
postganglionic,434,3317
postgraduate,410,4786
postirradiation,418,2103
postmenopausal,426,39608
postprandial,428,20301
postsynaptic,458,35703
postulate,450,10083
postulated,479,31686
postural,431,18784
potato,432,11558
potency,474,69534
potentially,466,128277
potentiated,478,30319
potentiates,444,6808
potentiating,449,6373
potentiation,468,31273
powder,445,22822
ppd,431,9012
ppm,443,52282
pr,435,43249
pra,429,13099
practically,452,10867
practice,457,223219
practiced,422,5755
practices,437,67686
practicing,427,7847
practitioners,433,45924
prealbumin,416,2776
precancerous,413,4112
precede,439,6891
precedes,442,8079
preceding,472,32654
precipitates,455,5568
precipitating,450,6325
precisely,452,19809
precision,459,43415
preclude,432,6431
precluded,425,4276
precludes,419,3393
precursor,479,93898
predict,458,105802
predicting,441,53142
prediction,451,70421
predictive,432,126430
predisposed,422,5891
prednisolone,438,18458
predominant,475,61598
predominated,447,8823
predominating,429,2272
preexisting,448,12595
prefer,431,7575
preferably,426,5270
preferential,462,26202
preferred,464,51573
pregnancy,471,239107
pregnant,465,93874
pregnenolone,426,4911
preincubation,463,20701
prelabeled,409,2496
preloaded,423,2618
premenopausal,421,13117
premise,412,3473
prenatal,440,49248
prenatally,417,6529
preoptic,447,9850
preparative,466,9122
preparing,456,8994
preponderance,435,5262
prescribed,427,38581
prescriptions,410,12253
presentation,463,118227
presentations,438,18510
presenting,446,86803
preservation,450,40855
preserve,431,13938
preserved,455,42011
press,446,9901
pressure-volume,426,5301
presumptive,458,10728
presynaptic,473,29070
pretreated,468,33762
pretreatment,479,127163
prevalence,449,305094
prevention,454,158686
preventive,433,42516
price,422,8292
primate,459,16959
primates,444,17772
primed,446,16338
priming,441,30708
primordial,415,5948
principle,468,32561
printed,426,3662
priorities,415,7285
priority,422,15277
private,433,31663
probabilities,430,13413
probable,472,33896
probenecid,434,4172
probing,415,14773
problem,476,163662
problem-solving,411,4089
problems,479,231973
procaine,437,4312
proceed,457,10999
proceeded,462,8802
proceeding,424,3489
processing,465,160443
procoagulant,418,6212
producer,416,4705
productively,412,1972
productivity,430,17361
professional,444,50957
professions,408,3944
profile,467,147920
profiles,477,122941
progeny,476,21016
prognosis,458,136655
programme,434,46445
programs,453,101135
progressed,446,21545
progression,449,193483
projected,434,12413
projection,441,30167
projections,445,31701
proliferate,435,13575
proliferated,421,7223
proliferation,466,296900
proliferative,448,68131
proline,476,20811
prolong,429,10267
prolongation,458,22467
prolonging,421,4772
prominence,412,3202
prominent,466,63597
promising,448,71956
promoter,447,229884
promoters,427,42158
promotes,446,37642
promoting,448,39340
promptly,449,8434
pronase,456,4199
